House of Representatives - 2001 Election: New South Wales							
Swing to ALP							
By Division by Polling Place							
							
Banks							
							
Polling Place	Formal	MELHAM		WATZLAFF		Swing	
Sydney (Prospect)	97	63	64.95	34	35.05	-8.74	
Wakeley (Prospect)	1709	1199	70.16	510	29.84	-5.08	
Widemere	1591	827	51.98	764	48.02	-3.39	
William Stimson	2880	1933	67.12	947	32.88	-1.47	
ABSENT	4756	2753	57.88	2003	42.12	-	
POSTAL	1668	985	59.05	683	40.95	-	
PRE POLL	1755	1053	60.00	702	40.00	-	
PROVISIONAL	358	241	67.32	117	32.68	-	
Division Total	75142	47197	62.81	27945	37.19	-3.96	
							
							
Reid							
							
Polling Place	Formal	FERGUSON		YUSUF		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Auburn	950	689	72.53	261	27.47	-11.50	
Auburn East	630	424	67.30	206	32.70	-4.69	
Auburn Hospital	751	549	73.10	202	26.90	-9.72	
Auburn North	1587	1267	79.84	320	20.16	-6.49	
Auburn West	2687	2004	74.58	683	25.42	-3.92	
Berala	3167	2366	74.71	801	25.29	-3.31	
Blaxcell	4246	3038	71.55	1208	28.45	-5.62	
Cardinal Gilroy Village	391	213	54.48	178	45.52	-3.79	
Fowler Road	2453	1463	59.64	990	40.36	-4.73	
Granville	2857	2084	72.94	773	27.06	-5.47	
Granville North (Reid)	629	427	67.89	202	32.11	-7.07	
Granville South	1633	1091	66.81	542	33.19	-2.12	
Guildford	1886	1235	65.48	651	34.52	-4.06	
Guildford East	1776	1117	62.89	659	37.11	-1.58	
Guildford West	2454	1433	58.39	1021	41.61	-9.21	
Hilltop Road	3446	2008	58.27	1438	41.73	-7.13	
Hyde Park	2049	1347	65.74	702	34.26	-1.56	
Lidcombe	4014	2846	70.90	1168	29.10	-5.23	
Lidcombe South	1376	962	69.91	414	30.09	-6.11	
Merrylands	1631	1044	64.01	587	35.99	-1.57	
Merrylands East	1750	1103	63.03	647	36.97	-4.12	
Merrylands North	1967	1269	64.51	698	35.49	-7.41	
Merrylands West	502	312	62.15	190	37.85	-4.64	
Monterey Street	300	182	60.67	118	39.33	-8.98	
Old Guildford	868	565	65.09	303	34.91	-3.14	
Prison Mobile Team 1	2	1	50.00	1	50.00	-	
Rawson	924	595	64.39	329	35.61	-3.16	
Regents Park	1317	951	72.21	366	27.79	3.08	
Sherwood Grange	1353	773	57.13	580	42.87	-5.38	
Silverwater	988	652	65.99	336	34.01	-13.79	
Special Hospital Team 1	86	53	61.63	33	38.37	11.63	
Special Hospital Team 2	54	32	59.26	22	40.74	-	
Sydney (Reid)	108	65	60.19	43	39.81	-9.81	
Trinity Auburn	3200	2374	74.19	826	25.81	-0.93	
Wentworthville South	625	349	55.84	276	44.16	-6.68	
Yennora (Reid)	611	417	68.25	194	31.75	-2.71	
ABSENT	4135	2482	60.02	1653	39.98	-	
POSTAL	2266	1446	63.81	820	36.19	-	
PRE POLL	1953	1304	66.77	649	33.23	-	
PROVISIONAL	269	194	72.12	75	27.88	-	
Division Total	63891	42726	66.87	21165	33.13	-5.29	
							
							
Richmond							
							
Polling Place	Formal	McALLISTER		ANTHONY		Swing	
	Votes	(ALP)	%	(NP)	%	%	
Alstonville	2966	1096	36.95	1870	63.05	-0.04	
Bangalow	1304	791	60.66	513	39.34	6.65	
Banora Point	2833	1049	37.03	1784	62.97	-2.67	
Banora Point South	2568	1179	45.91	1389	54.09	-1.99	
Banora Point West	1939	753	38.83	1186	61.17	-2.83	
Bilambil	1486	660	44.41	826	55.59	-1.52	
Billinudgel	629	359	57.07	270	42.93	2.26	
Bray Park	1090	475	43.58	615	56.42	-1.00	
Brunswick Heads	1471	856	58.19	615	41.81	-1.32	
Burringbar	531	316	59.51	215	40.49	2.22	
Byron Bay	2299	1597	69.46	702	30.54	0.64	
Byron Bay South	2071	1318	63.64	753	36.36	1.47	
Cabarita Beach	1545	840	54.37	705	45.63	-4.78	
Carool	115	57	49.57	58	50.43	9.74	
Chillingham	240	114	47.50	126	52.50	1.40	
Chinderah	1024	583	56.93	441	43.07	1.58	
Condong	845	351	41.54	494	58.46	1.84	
Coorabell	154	87	56.49	67	43.51	8.58	
Crabbes Creek	130	65	50.00	65	50.00	2.79	
Crystal Creek	281	121	43.06	160	56.94	1.32	
Cudgen	573	293	51.13	280	48.87	5.82	
Dungay	294	106	36.05	188	63.95	4.38	
Duranbah	129	54	41.86	75	58.14	12.99	
Durrumbul	156	90	57.69	66	42.31	-6.64	
Eureka	198	99	50.00	99	50.00	9.52	
Ewingsdale	351	168	47.86	183	52.14	-4.43	
Federal	382	263	68.85	119	31.15	2.28	
Fernleigh	241	100	41.49	141	58.51	-0.86	
Fingal Head	292	171	58.56	121	41.44	0.63	
Goonengerry	143	117	81.82	26	18.18	0.07	
Hastings Point	313	185	59.11	128	40.89	6.92	
Kingscliff	2522	1252	49.64	1270	50.36	-1.60	
Kunghur	228	127	55.70	101	44.30	5.13	
Lennox Head	2938	1447	49.25	1491	50.75	2.76	
Main Arm Upper	115	91	79.13	24	20.87	3.62	
Mcleans Ridges	75	19	25.33	56	74.67	-11.03	
Mooball	181	74	40.88	107	59.12	-7.55	
Mullumbimby	2537	1443	56.88	1094	43.12	-0.51	
Murwillumbah	2570	1236	48.09	1334	51.91	-0.99	
Murwillumbah South	1034	432	41.78	602	58.22	-2.84	
Newrybar	461	221	47.94	240	52.06	1.27	
Ocean Shores	1804	1036	57.43	768	42.57	-1.95	
Piggabeen	681	284	41.70	397	58.30	3.86	
Pottsville Beach	1640	819	49.94	821	50.06	-3.96	
Rous	205	47	22.93	158	77.07	-2.36	
Special Hospital Team 1	107	48	44.86	59	55.14	-5.00	
Special Hospital Team 2	82	31	37.80	51	62.20	-	
Special Hospital Team 3	73	30	41.10	43	58.90	-	
Stokers Siding	307	171	55.70	136	44.30	2.44	
Sydney (Richmond)	16	11	68.75	5	31.25	-1.84	
Terranora	1190	404	33.95	786	66.05	-3.47	
Tintenbar	495	210	42.42	285	57.58	-2.11	
Tumbulgum	387	213	55.04	174	44.96	6.31	
Tweed Heads	3201	1441	45.02	1760	54.98	-3.99	
Tweed Heads Central	2469	1060	42.93	1409	57.07	-3.18	
Tweed Heads South	2881	1461	50.71	1420	49.29	-2.97	
Tyalgum	429	220	51.28	209	48.72	3.80	
Uki	688	426	61.92	262	38.08	4.03	
Wilsons Creek	162	136	83.95	26	16.05	-2.68	
Wollongbar	1455	499	34.30	956	65.70	-2.30	
ABSENT	2624	1329	50.65	1295	49.35	-	
POSTAL	3336	1360	40.77	1976	59.23	-	
PRE POLL	6640	2912	43.86	3728	56.14	-	
PROVISIONAL	527	305	57.87	222	42.13	-	
Division Total	72653	35108	48.32	37545	51.68	-0.84	
							
							
Riverina							
							
Polling Place	Formal	ALBISTON		HULL		Swing	
	Votes	(ALP)	%	(NP)	%	%	
Adjungbilly	53	15	28.30	38	71.70	-0.65	
Ardlethan	370	89	24.05	281	75.95	1.19	
Ariah Park	368	52	14.13	316	85.87	-4.02	
Ashmont	1973	761	38.57	1212	61.43	-6.47	
Barellan	361	49	13.57	312	86.43	-5.59	
Beckom	70	3	4.29	67	95.71	-2.56	
Beelbangera	340	86	25.29	254	74.71	-7.21	
Bethungra	123	26	21.14	97	78.86	-12.20	
Bilbul	192	49	25.52	143	74.48	0.40	
Binya	91	8	8.79	83	91.21	-4.25	
Booligal	50	11	22.00	39	78.00	-4.56	
Carrathool	84	18	21.43	66	78.57	-0.14	
Charles Sturt University	173	58	33.53	115	66.47	3.43	
Coleambally	594	84	14.14	510	85.86	-0.80	
Collingullie	193	33	17.10	160	82.90	-5.12	
Coolac	223	63	28.25	160	71.75	-4.16	
Coolamon	1044	243	23.28	801	76.72	-4.04	
Cootamundra	2243	1014	45.21	1229	54.79	-1.00	
Cootamundra High	930	370	39.78	560	60.22	2.24	
Cootamundra South	755	364	48.21	391	51.79	-0.83	
Currawarna	104	21	20.19	83	79.81	-14.09	
Darlington Point	667	270	40.48	397	59.52	-5.64	
Driver	1019	292	28.66	727	71.34	-6.37	
Euberta	97	14	14.43	83	85.57	2.36	
Forest Hill	1005	264	26.27	741	73.73	-6.57	
Galore	109	11	10.09	98	89.91	-4.83	
Ganmain	453	105	23.18	348	76.82	-2.44	
Glenfield Park	1747	487	27.88	1260	72.12	-3.84	
Goolgowi	288	53	18.40	235	81.60	-2.29	
Gralee	1008	288	28.57	720	71.43	-6.04	
Griffith	2664	855	32.09	1809	67.91	-8.23	
Griffith East	1076	304	28.25	772	71.75	-6.95	
Griffith North	1789	504	28.17	1285	71.83	-6.92	
Griffith West	1325	520	39.25	805	60.75	-4.72	
Grong Grong	162	42	25.93	120	74.07	-10.24	
Gumly Gumly	310	91	29.35	219	70.65	-9.03	
Gundagai	1090	526	48.26	564	51.74	-0.49	
Gundagai South	449	256	57.02	193	42.98	2.08	
Hanwood	906	206	22.74	700	77.26	-6.39	
Hay	1348	436	32.34	912	67.66	-10.74	
Hay Hospital	464	163	35.13	301	64.87	-9.05	
Humula	88	24	27.27	64	72.73	-7.73	
Illabo	159	16	10.06	143	89.94	-3.73	
Junee	2256	905	40.12	1351	59.88	-9.07	
Kapooka	69	7	10.14	62	89.85	-20.74	
Kooringal	2707	662	24.46	2045	75.54	-5.17	
Ladysmith	290	47	16.21	243	83.79	-2.15	
Lake Albert	2359	557	23.61	1802	76.39	-4.92	
Lake Wyangan	451	124	27.49	327	72.51	-0.37	
Leeton	2114	703	33.25	1411	66.75	-5.70	
Leeton Hospital	403	111	27.54	292	72.46	-7.07	
Mangoplah	225	12	5.33	213	94.67	-1.62	
Marrar	246	30	12.20	216	87.80	-0.65	
Matong	138	31	22.46	107	77.54	3.23	
Mount Austin	2251	700	31.10	1551	68.90	-7.31	
Murrami	131	26	19.85	105	80.15	1.01	
Nangus	140	42	30.00	98	70.00	-6.36	
Narrandera	1530	471	30.78	1059	69.22	-10.17	
Narrandera East	630	216	34.29	414	65.71	-1.84	
Narrandera West	456	176	38.60	280	61.40	-5.82	
Parkview	912	359	39.36	553	60.64	-6.04	
Rankins Springs	136	34	25.00	102	75.00	-1.00	
San Isidore	207	64	30.92	143	69.08	-7.86	
Special Hospital Team 1	87	31	35.63	56	64.37	-14.37	
Special Hospital Team 2	37	23	62.16	14	37.84	-	
Special Hospital Team 3	75	29	38.67	46	61.33	-	
Special Hospital Team 4	181	46	25.41	135	74.59	-	
Special Hospital Team 5	108	34	31.48	74	68.52	-	
Stockinbingal	291	93	31.96	198	68.04	3.33	
Sturt	2289	567	24.77	1722	75.23	-7.22	
Sydney (Riverina)	36	6	16.67	30	83.33	-29.76	
Tarcutta	349	56	16.05	293	83.95	-7.80	
Tatton	701	157	22.40	544	77.60	-0.06	
Temora	2519	717	28.46	1802	71.54	-5.86	
Temora West	632	158	25.00	474	75.00	-9.90	
Tharbogang	277	90	32.49	187	67.51	-5.01	
Tolland	1448	478	33.01	970	66.99	-4.93	
Tumblong	132	23	17.42	109	82.58	-2.89	
Turvey Park	1846	522	28.28	1324	71.72	-6.93	
Uranquinty	450	120	26.67	330	73.33	-8.17	
Wagga Wagga	1775	561	31.61	1214	68.39	-6.89	
Wagga Wagga High	631	184	29.16	447	70.84	-2.41	
Wagga Wagga Hospital	231	70	30.30	161	69.70	-9.06	
Wagga Wagga North	1534	403	26.27	1131	73.73	-6.94	
Wagga Wagga South	1497	497	33.20	1000	66.80	-5.83	
Wagga Wagga West	1944	627	32.25	1317	67.75	-5.25	
Wallendbeen	167	67	40.12	100	59.88	4.73	
Wamoon	232	67	28.88	165	71.12	-2.04	
Wantabadgery	101	13	12.87	88	87.13	-6.96	
Whitton	395	110	27.85	285	72.15	-8.54	
Yanco	647	235	36.32	412	63.68	-4.22	
Yenda	894	252	28.19	642	71.81	-5.44	
Yoogali	630	178	28.25	452	71.75	-4.70	
ABSENT	3693	1108	30.00	2585	70.00	-	
POSTAL	2332	613	26.29	1719	73.71	-	
PRE POLL	5294	1380	26.07	3914	73.93	-	
PROVISIONAL	684	273	39.91	411	60.09	-	
Division Total	80347	24209	30.13	56138	69.87	-5.21	
							
							
Robertson							
							
Polling Place	Formal	MORAN		LLOYD		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Avoca Beach	2021	829	41.02	1192	58.98	-2.48	
Booker Bay	595	260	43.70	335	56.30	-7.92	
Copacabana	1331	601	45.15	730	54.85	-4.25	
Davistown	1336	591	44.24	745	55.76	-6.16	
Empire Bay	2489	947	38.05	1542	61.95	-5.98	
Erina	3879	1473	37.97	2406	62.03	-3.78	
Erina Heights (Robertson)	682	208	30.50	474	69.50	-5.81	
Erina South	726	305	42.01	421	57.99	-0.02	
Ettalong	2968	1471	49.56	1497	50.44	-4.25	
Ettalong South	646	358	55.42	288	44.58	-5.35	
Ettalong West	2394	1390	58.06	1004	41.94	-4.24	
Gosford	1226	569	46.41	657	53.59	-4.85	
Gosford East	2551	978	38.34	1573	61.66	-0.94	
Gosford West	1143	443	38.76	700	61.24	-5.76	
Green Point	978	297	30.37	681	69.63	-9.18	
Hardys Bay	302	143	47.35	159	52.65	-2.96	
Henry Kendall	602	274	45.51	328	54.49	0.17	
Kariong	2817	1017	36.10	1800	63.90	-4.79	
Kincumber	2547	1114	43.74	1433	56.26	-3.52	
Kincumber Central	1313	579	44.10	734	55.90	-1.60	
Macmasters Beach	529	249	47.07	280	52.93	3.95	
Mangrove Mountain	478	140	29.29	338	70.71	-0.07	
Mooney Mooney	265	92	34.72	173	65.28	-8.43	
Mount White	105	38	36.19	67	63.81	-7.02	
Narara South	1531	612	39.97	919	60.03	-1.90	
Niagara Park (Robertson)	314	127	40.45	187	59.55	-8.38	
Ocean Beach	2459	1237	50.30	1222	49.69	-6.43	
Patonga	230	107	46.52	123	53.48	-0.31	
Pearl Beach	316	135	42.72	181	57.28	-4.76	
Peats Ridge	223	70	31.39	153	68.61	1.43	
Point Clare	2387	977	40.93	1410	59.07	-4.99	
Pretty Beach	674	316	46.88	358	53.12	-0.70	
Saratoga	1730	705	40.75	1025	59.25	-4.28	
Scaysbrook	696	210	30.17	486	69.83	-16.87	
Somersby	502	140	27.89	362	72.11	-1.00	
Special Hospital Team 1	116	48	41.38	68	58.62	4.37	
Special Hospital Team 2	215	108	50.23	107	49.77	2.27	
Special Hospital Team 3	123	61	49.59	62	50.41	10.74	
Spencer	153	79	51.63	74	48.37	0.52	
Springfield	1699	813	47.85	886	52.15	-6.22	
Sydney (Robertson)	82	37	45.12	45	54.88	-4.13	
Terrigal (Robertson)	2330	848	36.39	1482	63.61	-1.29	
Terrigal Central	617	206	33.39	411	66.61	3.23	
Terrigal West	979	312	31.87	667	68.13	-9.50	
Umina Bullion St.	1571	800	50.92	771	49.08	-7.92	
Umina Central	2069	1047	50.60	1022	49.40	-6.89	
Umina Mall	1822	919	50.44	903	49.56	-4.13	
Woy Woy	2910	1404	48.25	1506	51.75	-9.07	
Woy Woy Bay	246	101	41.06	145	58.94	-0.23	
Woy Woy South	1081	556	51.43	525	48.57	-4.21	
Wyoming (Robertson)	1223	575	47.02	648	52.98	-1.87	
ABSENT	4869	2162	44.40	2707	55.60	-	
POSTAL	3469	1255	36.18	2214	63.82	-	
PRE POLL	4517	1913	42.35	2604	57.65	-	
PROVISIONAL	607	316	52.06	291	47.94	-	
Division Total	75683	32562	43.02	43121	56.98	-4.97	
							
							
Shortland							
							
Polling Place	Formal	HALL		PERREM		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Belmont	1370	820	59.85	550	40.15	-7.44	
Belmont Central	1578	1007	63.81	571	36.19	-5.15	
Belmont North	1796	1206	67.15	590	32.85	-1.14	
Belmont West	1190	660	55.46	530	44.54	-8.31	
Blacksmiths	992	705	71.07	287	28.93	-3.56	
Budgewoi	1883	1162	61.71	721	38.29	-3.86	
Budgewoi Central	1426	831	58.27	595	41.73	-3.94	
Buff Point	1586	915	57.69	671	42.31	-0.52	
Catherine Hill Bay	140	106	75.71	34	24.29	0.71	
Caves Beach	3015	1810	60.03	1205	39.97	-4.88	
Chain Valley Bay	900	518	57.56	382	42.44	-4.25	
Charlestown	2042	1178	57.69	864	42.31	-1.17	
Charlestown East	1230	718	58.37	512	41.63	-3.95	
Charmhaven	1089	598	54.91	491	45.09	-4.07	
Dudley	1518	853	56.19	665	43.81	-1.59	
Eleebana	3505	1519	43.34	1986	56.66	-2.37	
Floraville	1431	845	59.05	586	40.95	0.97	
Gateshead	1357	930	68.53	427	31.47	-0.45	
Gateshead West	1201	913	76.02	288	23.98	-5.01	
Gorokan	2439	1385	56.79	1054	43.21	-6.90	
Gwandalan	1483	825	55.63	658	44.37	-4.86	
Jewells	2012	1155	57.41	857	42.59	-2.09	
Kahibah	1939	1132	58.38	807	41.62	-2.56	
Lake Haven	1619	867	53.55	752	46.45	-1.03	
Lake Munmorah	2461	1395	56.68	1066	43.32	-5.00	
Mannering Park	1280	783	61.17	497	38.83	-5.10	
Marks Point	1343	940	69.99	403	30.01	1.95	
Mount Hutton (Shortland)	1366	812	59.44	554	40.56	-5.17	
Norah Head	853	439	51.47	414	48.53	-4.66	
Nords Wharf	528	287	54.36	241	45.64	-3.08	
Pelican	732	516	70.49	216	29.51	-6.15	
Redhead	1885	1183	62.76	702	37.24	-3.71	
San Remo	1958	1231	62.87	727	37.13	-1.94	
Special Hospital Team 1	24	14	58.33	10	41.67	8.23	
Summerland Point	1023	529	51.71	494	48.29	-6.08	
Swansea	2209	1593	72.11	616	27.89	-2.82	
Swansea Central	544	380	69.85	164	30.15	-8.58	
Sydney (Shortland)	42	21	50.00	21	50.00	-3.33	
Tingira Heights	979	466	47.60	513	52.40	-9.34	
Toukley	1354	723	53.40	631	46.60	-1.29	
Toukley East	2180	1283	58.85	897	41.15	-0.94	
Valentine	3228	1443	44.70	1785	55.30	-4.51	
Whitebridge	1061	608	57.30	453	42.70	-4.15	
Windale	2172	1778	81.86	394	18.14	-1.63	
ABSENT	4887	2782	56.93	2105	43.07	-	
POSTAL	3261	1797	55.11	1464	44.89	-	
PRE POLL	4097	2254	55.02	1843	44.98	-	
PROVISIONAL	547	375	68.56	172	31.44	-	
Division Total	78755	46290	58.78	32465	41.22	-3.45	
							
							
Sydney							
							
Polling Place	Formal	PLIBERSEK		PETTETT		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Alexandria	1489	1006	67.56	483	32.44	-5.20	
Annandale North (Sydney)	1301	860	66.10	441	33.90	-0.56	
Bald Rock	394	260	65.99	134	34.01	2.07	
Balmain	2086	1278	61.27	808	38.73	-4.21	
Balmain East	913	558	61.12	355	38.88	-3.80	
Balmain Hospital	344	200	58.14	144	41.86	0.38	
Barcom	629	400	63.59	229	36.41	-4.89	
Beaconsfield	433	292	67.44	141	32.56	-10.38	
Birchgrove	1980	1206	60.91	774	39.09	-0.43	
Blackfriars	591	408	69.04	183	30.96	-9.61	
Chippendale	933	727	77.92	206	22.08	-3.87	
Darlinghurst	265	154	58.11	111	41.89	-16.70	
Darlington	1014	729	71.89	285	28.11	-4.47	
East Sydney	1738	1211	69.68	527	30.32	-5.65	
Erskineville	2615	1914	73.19	701	26.81	-4.76	
Flinders	846	569	67.26	277	32.74	-1.55	
Forest Lodge	1261	909	72.09	352	27.91	-2.64	
Gardeners Road	448	310	69.20	138	30.80	-6.40	
Gladstone Park	1520	1014	66.71	506	33.29	-0.47	
Glebe	1371	988	72.06	383	27.94	-1.89	
Glebe East	1473	1136	77.12	337	22.88	-4.79	
Glebe North	922	620	67.25	302	32.75	-2.08	
Hyde Park	456	289	63.38	167	36.62	2.22	
Kings Cross	2003	1395	69.65	608	30.35	0.65	
Lord Howe Island	211	102	48.34	109	51.66	-2.81	
Millers Point	866	538	62.12	328	37.88	-10.68	
Newtown East	465	374	80.43	91	19.57	-3.12	
Newtown North (Sydney)	1573	1235	78.51	338	21.49	-3.56	
Paddington South (Sydney)	1679	895	53.31	784	46.69	-0.87	
Potts Point	2785	1628	58.46	1157	41.54	-1.38	
Prince Alfred Hospital	528	325	61.55	203	38.45	-9.41	
Pyrmont	1706	874	51.23	832	48.77	-10.96	
Rachel Forster Hospital	1431	1014	70.86	417	29.14	-5.56	
Redfern	1639	1203	73.40	436	26.60	-7.52	
Redfern East	1850	1389	75.08	461	24.92	-5.31	
Rosebery	1368	824	60.23	544	39.77	-5.37	
Roslyn Gardens	1117	645	57.74	472	42.26	1.19	
Rozelle	2838	1803	63.53	1035	36.47	-5.47	
South Sydney Hospital	109	73	66.97	36	33.03	1.48	
Special Hospital Team 1	74	24	32.43	50	67.57	-17.79	
Special Hospital Team 2	77	58	75.32	19	24.68	-	
Special Hospital Team 3	73	45	61.64	28	38.36	-	
St Vincents Hospital	278	177	63.67	101	36.33	-4.90	
Surry Hills	458	337	73.58	121	26.42	-2.03	
Surry Hills North	1627	1108	68.10	519	31.90	-4.71	
Surry Hills South	1613	1141	70.74	472	29.26	0.79	
Sydney (Sydney)	2892	1596	55.19	1296	44.81	-6.84	
Toxteth	1049	763	72.74	286	27.26	3.32	
Ultimo	1045	723	69.19	322	30.81	-8.80	
Waterloo	870	665	76.44	205	23.56	-5.94	
Woolloomooloo	1033	653	63.21	380	36.79	-8.20	
Zetland	257	138	53.70	119	46.30	-27.64	
ABSENT	7700	4581	59.49	3119	40.51	-	
POSTAL	2224	1326	59.62	898	40.38	-	
PRE POLL	5006	3041	60.75	1965	39.25	-	
PROVISIONAL	893	632	70.77	261	29.23	-	
Division Total	74359	48363	65.04	25996	34.96	-4.73	
							
							
Throsby							
							
Polling Place	Formal	GEORGE		AKHURST		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Albion Park	1455	816	56.08	639	43.92	-11.93	
Albion Park Rail	3588	2218	61.82	1370	38.18	-8.65	
Albion Park South	2674	1475	55.16	1199	44.84	-9.73	
Barrack Heights	1369	977	71.37	392	28.63	-7.49	
Berkeley	1997	1520	76.11	477	23.89	-4.79	
Berkeley South	662	497	75.08	165	24.92	-2.91	
Berkeley West	1751	1349	77.04	402	22.96	-3.71	
Blackbutt	1826	1122	61.45	704	38.55	-4.32	
Brownsville	1372	802	58.45	570	41.55	-7.00	
Cringila	1242	1056	85.02	186	14.98	-6.30	
Dapto	2467	1558	63.15	909	36.85	-9.47	
Farmborough Road	3096	1898	61.30	1198	38.70	-4.82	
Hayes Park	2580	1488	57.67	1092	42.33	-9.57	
Kemblawarra	1070	819	76.54	251	23.46	-7.11	
Koonawarra	2176	1601	73.58	575	26.42	-5.97	
Lake Heights	1292	910	70.43	382	29.57	-7.97	
Lake Illawarra	1521	982	64.56	539	35.44	-9.92	
Lakelands	1754	1166	66.48	588	33.52	-7.53	
Marshall Mount	132	39	29.55	93	70.45	1.28	
Mount Brown	1906	1165	61.12	741	38.88	-6.12	
Mount Terry	1531	902	58.92	629	41.08	-10.54	
Mount Warrigal	2309	1561	67.61	748	32.39	-7.09	
Oak Flats	3196	1948	60.95	1248	39.05	-9.73	
Oak Flats East	1094	723	66.09	371	33.91	-4.41	
Port Kembla	685	514	75.04	171	24.96	-4.21	
Port Kembla Central	1312	1023	77.97	289	22.03	-7.55	
Primbee	969	644	66.46	325	33.54	-6.20	
Shellharbour	3273	1891	57.78	1382	42.22	-9.82	
Special Hospital Team 1	68	46	67.65	22	32.35	17.65	
Sydney (Throsby)	45	32	71.11	13	28.89	13.97	
Unanderra (Throsby)	2327	1502	64.55	825	35.45	4.30	
Warilla	1188	848	71.38	340	28.62	-6.69	
Warilla East	1619	1038	64.11	581	35.89	-6.54	
Warilla North	1864	1423	76.34	441	23.66	-9.11	
Warilla South	2272	1474	64.88	798	35.12	-6.39	
Warrawong	1693	1322	78.09	371	21.91	-5.31	
Warrawong Central	1169	899	76.90	270	23.10	-5.67	
West Dapto	2608	1625	62.31	983	37.69	-6.16	
Windang	1544	1003	64.96	541	35.04	-3.45	
ABSENT	3971	2344	59.03	1627	40.97	-	
POSTAL	2482	1463	58.94	1019	41.06	-	
PRE POLL	2781	1725	62.03	1056	37.97	-	
PROVISIONAL	512	359	70.12	153	29.88	-	
Division Total	76442	49767	65.10	26675	34.90	-7.31	
							
							
Warringah							
							
Polling Place	Formal	HERAGHTY		ABBOTT		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Allambie	581	260	44.75	321	55.25	-	
Allambie Heights	3087	1199	38.84	1888	61.16	-	
Balgowlah	1307	458	35.04	849	64.96	-	
Balgowlah Heights	2479	665	26.83	1814	73.17	-	
Balmoral	1015	291	28.67	724	71.33	-	
Beacon Hill (Warringah)	1096	402	36.68	694	63.32	-	
Beauty Point	1180	325	27.54	855	72.46	-	
Brookvale	1581	640	40.48	941	59.52	-	
Cremorne South (Warringah)	383	128	33.42	255	66.58	-	
Curl Curl	2529	1098	43.42	1431	56.58	-	
Dee Why (Warringah)	422	193	45.73	229	54.27	-	
Dee Why Central (Warringah)	1617	782	48.36	835	51.64	-	
Dee Why East	1931	793	41.07	1138	58.93	-	
Fairlight	1452	538	37.05	914	62.95	-	
Forestville	3422	1194	34.89	2228	65.11	-	
Forestville East	1079	377	34.94	702	65.06	-	
Frenchs Forest (Warringah)	1200	386	32.17	814	67.83	-	
Freshwater	889	337	37.91	552	62.09	-	
Harbord	2649	1172	44.24	1477	55.76	-	
Killarney Heights	1922	620	32.26	1302	67.74	-	
Manly	3793	1710	45.08	2083	54.92	-	
Manly Central	772	326	42.23	446	57.77	-	
Manly Hospital	371	131	35.31	240	64.69	-	
Manly Vale	2461	1121	45.55	1340	54.45	-	
Manly West	2064	914	44.28	1150	55.72	-	
Middle Harbour (Warringah)	1594	474	29.74	1120	70.26	-	
Mosman	4379	1405	32.08	2974	67.92	-	
Mosman Bay	2478	771	31.11	1707	68.89	-	
Mosman West	668	225	33.68	443	66.32	-	
North Balgowlah	2103	866	41.18	1237	58.82	-	
North Manly	984	385	39.13	599	60.87	-	
Queenscliff	1777	738	41.53	1039	58.47	-	
Seaforth	2656	906	34.11	1750	65.89	-	
Seaforth East	1886	561	29.75	1325	70.25	-	
Special Hospital Team 1	57	13	22.81	44	77.19	-	
Special Hospital Team 2	39	13	33.33	26	66.67	-	
Special Hospital Team 3	90	26	28.89	64	71.11	-	
Spit Junction	1325	436	32.91	889	67.09	-	
Sydney (Warringah)	117	58	49.57	59	50.43	-	
Wingala	2243	972	43.33	1271	56.67	-	
ABSENT	5270	1967	37.32	3303	62.68	-	
POSTAL	2900	856	29.52	2044	70.48	-	
PRE POLL	5131	1981	38.61	3150	61.39	-	
PROVISIONAL	414	189	45.65	225	54.35	-	
Division Total	77393	28902	37.34	48491	62.66		
							
							
Watson							
							
Polling Place	Formal	McLEAY		PLOOY		Swing	
	Votes	(ALP)	%	(LP)	%	%	
Bardwell Park	1002	518	51.70	484	48.30	1.48	
Belmore Central	1124	843	75.00	281	25.00	-0.63	
Belmore North	2408	1889	78.45	519	21.55	2.34	
Belmore South	2182	1585	72.64	597	27.36	-0.40	
Beverly Hills	1059	592	55.90	467	44.10	2.02	
Beverly Hills South (Watson)	748	460	61.50	288	38.50	3.83	
Bexley North	1119	634	56.66	485	43.34	-1.66	
Bexley West	1903	1139	59.85	764	40.15	0.47	
Brighton Avenue	2311	1472	63.70	839	36.30	-2.54	
Campsie	2126	1845	86.78	281	13.22	0.57	
Campsie South	1464	1139	77.80	325	22.20	-1.47	
Canterbury	629	446	70.91	183	29.09	-6.12	
Canterbury Hospital	518	376	72.59	142	27.41	0.06	
Canterbury South	1337	1024	76.59	313	23.41	0.95	
Carlton West	427	278	65.11	149	34.89	-1.34	
Clemton Park	3793	2468	65.07	1325	34.93	-1.54	
Earlwood	920	582	63.26	338	36.74	-1.23	
Earlwood North	1891	1120	59.23	771	40.77	-1.28	
Earlwood South	2531	1667	65.86	864	34.14	-1.21	
Gilchrist Park	1163	680	58.47	483	41.53	0.79	
