House of Representatives - 2001 Election: Victoria																																												
First Preference Votes and TCP																																												
By Candidate by Polling Place																																												

Indi (85758)																																												
	ADAMS			MURDOCH			BENNETTS			CHUCK			SEYMOUR			WARDLE			CHAMBERS			# PANOPOULOS			MCINTOSH			FORMAL			INFORMAL			TOTAL										
	Pat			Barbara			Lyn			Robert			Philip John			Michael			Don			Sophie			Nelson												Two Candidate Preferred							
				ALP			HAN			DEM			CTA			GRN			NP			LP			IND												 MURDOCH ALP			# PANOPOULOS LP				
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
Wodonga Central	47	1.47		938	29.40		135	4.23		106	3.32		56	1.76		107	3.35		230	7.21		1316	41.25		255	7.99		3190	93.47		223	6.53		3413	4.16		1325	41.54		1865	58.46
Wodonga District Hospital	1	0.37		88	32.59		5	1.85		5	1.85		1	0.37		8	2.96		28	10.37		113	41.85		21	7.78		270	96.09		11	3.91		281	0.34		111	41.11		159	58.89
Wodonga South	19	0.62		761	24.93		101	3.31		112	3.67		46	1.51		71	2.33		233	7.63		1375	45.04		335	10.97		3053	95.26		152	4.74		3205	3.91		1084	35.51		1969	64.49
Wodonga West	23	1.04		608	27.47		81	3.66		93	4.20		39	1.76		72	3.25		186	8.40		904	40.85		207	9.35		2213	94.98		117	5.02		2330	2.84		893	40.35		1320	59.65
Wooragee	0	0.00		41	20.30		9	4.46		8	3.96		2	0.99		11	5.45		37	18.32		54	26.73		40	19.80		202	98.06		4	1.94		206	0.25		66	32.67		136	67.33
Yackandandah	4	0.37		267	24.56		27	2.48		53	4.88		10	0.92		54	4.97		68	6.26		326	29.99		278	25.57		1087	95.69		49	4.31		1136	1.39		465	42.78		622	57.22
Yarrawonga	8	0.57		501	35.56		53	3.76		25	1.77		5	0.35		22	1.56		193	13.70		575	40.81		27	1.92		1409	94.88		76	5.12		1485	1.81		574	40.74		835	59.26
Yarrawonga West	19	1.18		461	28.65		32	1.99		26	1.62		6	0.37		38	2.36		232	14.42		756	46.99		39	2.42		1609	94.37		96	5.63		1705	2.08		559	34.74		1050	65.26
Yarrunga	52	1.56		1166	34.95		147	4.41		157	4.71		41	1.23		83	2.49		372	11.15		1156	34.65		162	4.86		3336	92.82		258	7.18		3594	4.38		1558	46.70		1778	53.30
Special Hospitals	4	1.93		48	23.19		4	1.93		0	0.00		0	0.00		0	0.00		38	18.36		112	54.11		1	0.48		207	83.81		40	16.19		247	0.30		58	28.02		149	71.98
Total Ordinary	720	1.12		17559	27.25		2497	3.87		2320	3.60		712	1.10		2332	3.62		7969	12.37		25725	39.92		4609	7.15		64443	94.34		3868	5.66		68311	83.29		24977	38.76		39466	61.24			
ABSENT	65	1.81		906	25.22		110	3.06		270	7.52		67	1.87		309	8.60		364	10.13		1354	37.69		147	4.09		3592	96.48		131	3.52		3723	4.54		1527	42.51		2065	57.49			
POSTAL	18	0.65		618	22.43		144	5.23		97	3.52		25	0.91		65	2.36		361	13.10		1303	47.30		124	4.50		2755	98.53		41	1.47		2796	3.41		906	32.89		1849	67.11			
PRE_POLL	81	1.23		1823	27.60		308	4.66		221	3.35		77	1.17		235	3.56		823	12.46		2656	40.21		381	5.77		6605	96.75		222	3.25		6827	8.32		2620	39.67		3985	60.33			
PROVISIONAL	11	3.23		108	31.67		20	5.87		12	3.52		3	0.88		15	4.40		35	10.26		114	33.43		23	6.74		341	94.72		19	5.28		360	0.44		171	50.15		170	49.85			
Division Summary	895	1.15		21014	27.03		3079	3.96		2920	3.76		884	1.14		2956	3.80		9552	12.29		31152	40.07		5284	6.80		77736	94.78		4281	5.22		82017	95.64		30201	38.85		47535	61.15			
																																												
																																												
																																												
																																												
																																												
